shortname,website,region,rating_google,reviews,field_lcp,field_cls,field_inp,field_fcp,field_speed_problem,field_ux_problem,perf_score,issues,category,accessibility,best_practices,seo,concatenated_reviews,title,mobile,mobile_lcp,mobile_cls,mobile_inp,desktop,desktop_lcp,desktop_cls,desktop_inp,lab_speed_problem,lab_ux_problem,fh_score,rating,img_sav_kb,js_sav_kb,css_sav_kb,photo_url,fh_site,account_tier,latitude,longitude
stockholmadventures.com,https://stockholmadventures.com,EMEA,4.9,1214,1.9 s,0.002,n/a,1.7 s,🟢 Stable,⚪ n/a,58,High LCP (avg: 5.2s),Stockholm Adventures / ICEguide,n/a,n/a,n/a,"I would recommend the bike-tour to people on their first few days in Stockholm. The earlier, the better, it really gives you an idea about the interesting things in the city and what you might want to..., Tara was amazing! We took a 3-hour bicycle tour. We saw so much of Stockholm and learned about the history as well. Tara showed us city highlights and some green areas, parks and beautiful gardens. Hi..., Really good cycling tour around Stockholm led by Maria and she was absolutely fantastic. Impressive local knowledge but also made the journey quite entertaining and enjoyable so would highly recommend..., Lucas was very knowledgeable. He answered all of our questions. We stopped at lot of places to learn information. Highly recommend Lucas as your guide!, Wonderful tour and Lucas was a terrific guide! Highly recommend for a fun way to learn Stockholm history and see the city.",Stockholm Adventures | Discover Stockholms Activities & Tours,58,8.3 s,0,19.4 s,59,2.1 s,0.002,5.8 s,🟡 Borderline,⚪ n/a,54,Needs Improvement,201.39999999999998,2545.9,230.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeKgBdnBZxe2pa4vPsZ4sdSullz614OxSV7I3Ay1ohQZFkq_8BLosI9y45d0xsHx8vyjUjS5gZs2ur1JRtHQyHSHrM5Rnju7W02FKrdunjmBCw6m04dDDDjN8uJ_U2xGlCvWe_lvHgYaT0xrntwJ1XL357MZxCOpr5cRmn1F777Cnu5rX4fjQbjDUY8NlKXtSkj43RNpdmSyaWEimPC-P1IyOupHA0lMsTVtc-H7otyhePLYVixEzl3PFBkPn0y0hJzxeUeqFprhJvEEg1AWBJGvhiiyOaoqli7QLk6SA1T1JxLQoC2UShvbK8l7DTHQYG7WXsAKpQ&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,3,59.33086039999999,18.0507047
huskyco.fi,https://huskyco.fi,EMEA,4.7,99,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,75,High LCP (avg: 3.6s),Husky & Co,n/a,n/a,n/a,"Great experience and an absolute must do when in Finland. You get a quick explanation on how to use the sledge and how to handle the dogs. Afterwards you are assigned to your sledges and start the tou..., Wonderful morning or afternoon excursion riding a team of 6 dogs on a 10km (6 miles) track with the opportunity to change drivers halfway through. The season runs from November until May as the snow p..., Came with our tour group, Chan brothers Travel from Singapore. Staff of Husky & Co are very friendly and professional. Had a wonderful experience doing the husky sled! Thanks you Husky & Co!, Absolutely brilliant. Have dog sleded before. Would not miss it for the world. The dog teams consist of 6 dogs which pulk the sled. You are given a safety brief first before being 'let lose""with the d..., We love the tour.live the dogs.everthing was great. You should do this","Husky & Co | Husky, snowmobile, Aurora safaris, Lapland, Finland",70,6.0 s,0,13.8 s,80,1.2 s,0.002,3.6 s,🟡 Borderline,⚪ n/a,70,Needs Improvement,24.8,1524.5,183.1,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeG7lQhARMez6GWkVm910EVvh8IMmi1sjzp_qaqY-92-MAPJ2SD42cZnYV4PDyXBLBxEh6MrFzqhQwmMXOfjuU9TF99nujIlg-O76sTaCCjD5dd152Cf5Hfi-0R3rSBueNAvprygr5tdsmxDEqd-WvCiLO5LQ6tJ4IxW4l6d1IUM3UwaBl2u7OiIxDacWF2IhaHsuKjnEhkMu7V2WKq1LKjH_Ju2Wb7s9A8nKiRaRBwhPMDDJUF3ekIpAi2Zjktfc7nQMHzM7s-AK44FmdwF1nyFmEIqfhgpL0mgXCH7qO2n319UMJeo-sTPMHKeyuzbvlR4pGHKiU8ZJgt_zcEVvf97upZTgl_LvBcnNKxDeGytHiSMlsTLlW7dyLho6Bhv4kZqGtBzp7WtIyXN9xf3iChcwB-itHpQxCwkDd3QYCrafOrR0BAmQoqPHctGIrWqf5_LnLBXIutLsbo8mGyPG4O9AVNhlBtv-AA7F1IP0KtDK5XZK7lzL-I8Yqj6FBZyvjmLrbf0sBaL1h7MS-b8htLvDPzcEgd_BphYoseQMZkxzluUqKgCr4zvtBv-5664V6kPu_pUc129BBc3UNJLPftDuBlDw9RqU0XlGsupDPDqQngriywza8tXT2Q6joBOBsbfg&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,3,68.3202092,27.3152589
tropeasub.it,https://tropeasub.it,EMEA,4.6,229,1.9 s,0.0,n/a,1.2 s,🟢 Stable,⚪ n/a,70,High LCP (avg: 7.7s),"Tropeasub noleggio barche e gommoni, tour in barca Tropea/Capo vaticano",n/a,n/a,n/a,"We’ve had an amazing trip along the coast with tropeasub. The boat wasn’t big which made it feel like the private experience. My kids had a little swim in the sea and we’ve also seen so many fish. The..., Best choice for visiting Capo Vaticano and the rest of Tropea surroundings. The boat is not huge which is a plus and Leone and the crew are simply the best! Lot's of fun and good insight aboard. Defin..., Easy rental, easy processing, friendly staff, transparent prices. We had a boat for 4 hours for 80€ + used gas (15 liter = 34,50€ on that day). We had a great boat trip along the coast from Tropea to ..., The landscape is amazing and Mr. Paolo and the crew are at top level, they are professionals and kind at same time, tour around cliff is unbelievable and the drink on board is cool, such kind of exper..., Amazing trip! The crew was friendly, the food and drinks were great, fantastic snorkeling spots, and I thoroughly enjoyed the excursion. Highly recommend!",Noleggio barche ed escursioni a Italia | TropeaSub Diving Center,64,13.5 s,0.042,15.6 s,76,1.9 s,0.018,3.1 s,🟡 Borderline,⚪ n/a,65,Needs Improvement,43.0,1284.1,166.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdSwQPwzZL9bRRTKOy1i4IxmzstLcMx3Aa8ak-su6JB9oOAthaLcV-MUL812qZSMSCnXgqJ4UTjWBGnvsVw8nI9kucisQwpwggoy-qwCx9sReDMD490ThmVQGiOafmbxR-wo1dnXwXr-yVFcLiSKvR6qX5aRId3TJKdTsAofDdCURAg3jGkqmUZdK1x4Y-njsWLb9BrqHncrs2EafsGVMwxW7KQN7VxFbVLui05IHjraPHxuwIPf-D4VppGBARhP1VfzFVZedIWV0OKokONDTMP4BifsE3i-D0KzY8Ph1ztz9y4rnhgOx6WZL-S6p51ffNwCylDMmU&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,38.67995939999999,15.9011948
basecampeurope.com,https://basecampeurope.com,EMEA,5,4,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,54,High LCP (avg: 5.5s),Base Camp Europe,n/a,n/a,n/a,"My wife and I enjoyed a wonderful day tour with Daniella from Base Camp Europe in December.  The whole experience was perfect from start to finish from the advice about what to book to the tour itself..., My wife and I enjoyed a lovely day out (private tour) with Daniella in December at the Christmas markets in Locarno. The whole experience was first class from originally advising us what to do and whe..., I was fortunate enough to win a camping gear rental from Base Camp Europe. And I was super impressed! Danielle was very responsive to my emails, and super helpful in recommending campgrounds. We were ..., We had the most wonderful experience with Danielle! She made this trip a memory of a life time!! You can’t go wrong using this fabulous company","Base Camp Europe | Switzerland Tours - Lake Como, Lugano, & More",45,7.0 s,0,32.3 s,63,4.0 s,0.001,5.6 s,🔴 High (Slow),⚪ n/a,49,Poor,67.3,3023.6,281.9,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfRAwqLpZg6kJViwmS7rYAUq_IGLJTYFqAbao5xALhwnxen4uX-KCxjMyBWNCshAvcMyzOwUd5WR_qKDzy4UuaoxstVLgE0Jaxc085tESkW1qQlhJ21vNhTn8PdZWMkR8eeuNcRPtQflk58aKWb9AnVVKIFaSwP2nB3SDkT82fRpHSWwTK7e-F1yHrk9LsYRqGckMlHwmG54Fh4JHhQIxri4J9jRyZxqXF4tP0jwqzPFxReksTU9XfS-QF9gI1QJsnIraQFPJLU7e0TWG5oJFiKRhWXb05AoLC1oXahQaCzMNY_QnnP_4AYEfbWR1oRcjlqGMAUNKw&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,3,45.9822508,8.939186099999999
hautesterresecosse.com,https://hautesterresecosse.com,EMEA,n/a,n/a,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,n/a,Site not accessible,Hautes-Terres,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,n/a,Error,n/a,n/a,n/a,https://via.placeholder.com/400x300?text=No+Image,Yes,3,47.5456463,-65.1279828
jamieolivercookeryschool.com,https://jamieolivercookeryschool.com,EMEA,4.8,405,2.1 s,0.007,n/a,0.9 s,🟢 Stable,⚪ n/a,35,"High LCP (avg: 31.1s), Layout Shift (avg: 0.122)","Jamie Oliver Cookery School, Islington",n/a,n/a,n/a,"Great fun, great menu and a lovely friendly host! Well run, in a good space in John Lewis. The only reason it’s 4 not 5 stars is that in my opinion it would have been better to be cooking alongside th..., I bought a voucher for 2 off Virgin Experiences for my girlfriend’s birthday and went last night to do the Vietnamese cooking session and it was excellent! Brilliantly hosted by Steve and kindly assis..., Had a wonderful morning honing my pasta-making skills and making different shapes of ravioli. The instruction was top notch and learning atmosphere was fun. What I really appreciate is they didn't can..., This is our third class, this time it was thai food.

What prompted me to write this review is how caring Shannon. She made sure we understood, did things as well as possible and had a good time.

Her..., Attended with my son to do Rendang curry. It was very good, very tasty dish, probably will do again at home. Not sure on the charging for drinks though, other cooking schools do not and are cheaper to...",Jamie Oliver Cookery School | Cooking Classes in London,38,52.9 s,0.101,53.0 s,32,9.3 s,0.143,9.6 s,🔴 High (Slow),⚪ n/a,27,Poor,1225.1999999999998,1723.0,143.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpduQecWaagh1gTIcJMZGCo12YkyFdZlpX-7Vf_ZhH-Us7UOMKirq1huJ_Xk5zg3a2exwUVogSi13zGQS-nf893kQAlinCYhFniKQuxN2wrvZBp3qp56ybNzhVnJS5tqTZ2lhNjmB0E0VodOWAYNL4Lbo6zzUvRUzfdcKQ5vuQiuPkXaUd6Q-_JDWJjD8PsPm1MVPUpp4c9P1d1PYjYBh-iD3QLGEZ1RbMFjoGpsrRIfnUt_b1-S0j6OcYhNuIWjm3izT3Mgb8bzyJtCBKHryUazFJsVomYZKI4fvimFPakEiLfYuLMWfnEnkBdzkerFSK623drp&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,3,51.55120849999999,-0.1101212
swedenhistorytours.se,https://swedenhistorytours.se,EMEA,4.8,168,1.3 s,0.014,n/a,1.1 s,🟢 Stable,⚪ n/a,72,"High LCP (avg: 3.6s), Desktop bonus (+2)","Sweden History Tours - City walks and Viking Tours in Stockholm, Sigtuna and Uppsala",n/a,n/a,n/a,"Overall the tour was very informative.  Learned a lot about the Viking history.  The weather was not the best and since most of this is outdoors we stood in the cold and rain listening, which was not ..., Our tour guide was Erik for a tour through historic towns in Sweden - including Sigtuna and Uppsala. He was incredibly knowledgeable and had detailed information about the history of the Vikings while..., Jonathan and Helene are the absolute best. Helene picked us up right from the hotel in a Volvo SUV and while technically our driver, she was super knowledgeable about Stockholm (makes sense, she is a ..., I recently had the pleasure of going on a tour with Sweden History Tours, and it was an incredible experience from start to finish. If you're looking to explore Sweden’s fascinating history beyond the..., This tour was a wonderful way to get out of the city and see the beautiful Swedish countryside and learn about the history of the Swedish people. Olaf gives a great tour that describes the lives of th...","Sweden History Tours | Viking Tours in Stockholm, Sweden",60,5.9 s,0.121,15.2 s,84,1.3 s,0.022,3.1 s,🟡 Borderline,⚪ n/a,69,Needs Improvement,130.9,1248.5,147.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcTSSZ0w32jvCTi7UCaL53JEGx7QjmAtmlI7tMH-1g1cNyK8vkwKbTMBzcx8nXfAsWylemQ4QUG_PtCncg4FV5V8YetGcNTXH33Pi6OIchDLyVmioUfElNz73_8Yr91pOi3-3JBap9KFol1TBmaEXGNJ-vwqIxLQCUoN6Eljvm0PHJ2OACWto0MRAu8_uo3AnCmXBWfhZyl7wxIp5DrgnIjUINeuOeVtXVrSiJrY4vjg_9uvQrB_iicakT4WnLwjDxdNZlSjt0V6Yx5yd1kymP_9-U18pIS-YnVhXevnm5AliuZNlohzS7wF75Np6766vjXJ5rHU5g&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,59.5376133,18.0658884
weetoasttours.com,https://weetoasttours.com,EMEA,4.5,75,2.7 s,0.027,n/a,1.5 s,🟡 Borderline,⚪ n/a,28,"High LCP (avg: 5.0s), Layout Shift (avg: 0.335)",Wee Toast Tours,n/a,n/a,n/a,"This is a great adventure if you’re looking for something unique and fun with family or friends.

A family owned business with great people working there.

A bunch of your friends get on here, get a t..., What an absolute blast. We did this at 4pm on a Saturday afternoon before heading over to Abba Voyage. 6 ladies ranging in age from 28 to 53! Made our own playlist. We dodn’t stop smiling and laughing..., Incredible customer service.
We were very lucky to have an amazing weather in London that day.
All my friends were having the time of their life.
Props to Ron and his team mate !
We can't wait to do i..., Fantastic experience with Ron as our driver and Nick as our barman. All the group had a great time with lots of booze, ability to link up and bang out the tunes, and lots and lots of public attention...., Literally the best thing I have ever done in London!! Great pre drinks great night out","The Original 15-Seat Party Bike in Belfast, UK | Wee Toast Tours",18,8.1 s,0.314,25.9 s,39,2.0 s,0.356,5.5 s,🔴 High (Slow),⚪ n/a,20,Poor,793.1,2020.2,120.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfGXWGuhIK-3ngoQUN_7oNOXRcVl-TOkHeSzKJUKO36rzQRDQD7oX1oBiKm_sh_mC-mLRdhSRA-DheCS4ZLIlvnrA110CDxbBIKNBD4YJdllQA9slKKLiZwcu1jGbWN7OAFxrZ18kkfDRiDxXp-je-0yNTUP3oN12y3h2XgeElv3YlwcUEESofQqqJFZQt8tdarZECoDf5jW-h-I8KpUyn5YrbrUG2c70jzjRbnMzS7L2TkQqfQa25xU0gEXJ9HISCrShjVV3OSuRcU8a4O4-i2sFAL1Yz7qdMeH4AdHxlDqHPBj2BsqTYS0h0sOp-CxK6fQrjpFNc&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,51.511486,-0.1386541
hautesterresdecosse.com,https://hautesterresdecosse.com,EMEA,n/a,n/a,1.5 s,0.002,n/a,1.2 s,🟢 Stable,⚪ n/a,69,"High LCP (avg: 6.4s), Desktop bonus (+2)",Hautes-Terres,n/a,n/a,n/a,n/a,Excursions en français en Ecosse. Tours au départ d'Édimbourg.,41,11.9 s,0,15.5 s,97,0.8 s,0.041,2.9 s,🔴 High (Slow),⚪ n/a,66,Needs Improvement,228.89999999999998,1182.8,146.0,https://via.placeholder.com/400x300?text=No+Image,Yes,2,47.5456463,-65.1279828
privatetoursofvenice.com,https://privatetoursofvenice.com,EMEA,5,11,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,75,"High LCP (avg: 7.0s), Desktop bonus (+2)",Private Tours of Venice,n/a,n/a,n/a,"We had a wonderful time using private tours of Venice! Everything was set up and communication was excellent. Our tour guide was one of the best I've ever had, Alessandro. The tour coordinator was inc..., Our group of six adults just completed Private Tours of Venice  ""best of Venice with optional Doge's Palace"" on Feb 3, 2023.  Our guide, Carolina, was superb!! Enthusiastic and fun, her knowledge of h..., Amazing private guided tour of venice was organised over two days for our family of 4 by Valentina. Carolina our guide was fabulous and very knowledgeable and adaptive to our needs. The water taxi fro..., We very enjoyed our free walking tour in Venice today. Very good coordinated tour with top explanations.Great way to see this complex city and get a locals perspective. Get off the tourist trap of fan..., Me and my wife really enjoyed the tour with our excellent guide Daisy who was very knowledgeable and gave the tour a funny personal twist! It’s really worth it as you get to know a bit of the history ...",Hi-quality Tours and Experiences around Venice and Italy - Private Tours of Venice,53,13.3 s,0,13.4 s,97,0.7 s,0,2.7 s,🟡 Borderline,⚪ n/a,72,Needs Improvement,114.1,1111.8,81.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpe-vV-DS353XkRhUIRTLR225cQ9hFj57Wbz321SNkgW7l1U3wqVtB2Q_p0UrCl1pX6DuXBWsW-YsF97G6nX_6bgOE_xSxcYcDO-vgS4WbgZtzPrOzdxHR_zf-VjJOjJ8N19rOj4_SLycuZP1MIbYxQV2QfSPlRpGE7xhEqV4f7b7s71OwQPB9vxNYC5byvp_k2wl1y_SSoHKfBXt8UF4_44VxLMTWmffQmzQhdMwQ57aiy_fHrQBRVVC6D7dRurBCthT8EWytyl6G9ztgszq_2ZOxszFHTyBejBFiXaurUkdsDOlY6zeJcahp_4VC19bKqRDGJTia7ZDQAL6loNJ5DYuzlzKArj2HFXRjxfz5dGQQRxk-UezqfDr6pYTK_uRZz2V2YJRWuNx41_TPbec8WMujpcQfL-F0cTVeDXmd1JPHmJ_20bHezW9RRzSAC1746hWbXNBifu7rqYHBrVzEfDVlthwVFey8VpsK3rtmsQk2gINLVYeLWX5bpXClrk83oDlhsXW6kKnKqpBhPbuk4ivuxn_qEhHJpm2-cHb9zvGfuepxRdacB9MWPgy-sBxgMDsBbBSC8ECNXmzKKIwLilONjOqIf70xbGbgHmLvidig5CaPyiDeIrgPqNX4skauyLqSgP&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,45.4324293,12.3568083
romantictouramsterdam.com,https://romantictouramsterdam.com,EMEA,5,558,2.1 s,0.005,n/a,1.7 s,🟢 Stable,⚪ n/a,52,High LCP (avg: 5.0s),Private boat tour Amsterdam | Romantic Amsterdam Tour,n/a,n/a,n/a,"We enjoyed this private boat tour of Amsterdam.  It was the perfect ending to our multi-country trip to Europe.  Rocco was very informative about what we were seeing and answered all of our questions...., We had the most magical experience with Proposal Romantic Tour Amsterdam! From the very beginning, communication via email was amazing—quick, friendly, and incredibly helpful. They provided great supp..., Thank you Deep for this beautiful romantic boat tour through Amsterdam! I couldn't have wished for a more romantic place for a marriage proposal🙏 Thank you so much for your cooperation! You are a very..., The communication and planning were great, and we really enjoyed the Romantic Amsterdam Tour. However, we were unhappy with the photographer we were assigned—both the photos and editing didn't meet ou..., We really enjoyed our canal tour with captain Mare. She was funny charming and knowledgeable. The snacks and drinks on board were of high quality. We took an evening tour as the sun was setting so it ...",Romantic Amsterdam Tour,45,7.5 s,0.032,35.3 s,58,2.4 s,0.076,6.4 s,🔴 High (Slow),⚪ n/a,46,Poor,1713.1000000000001,3761.0,322.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpclBzlCEkEG6TG_pWHj9pCPBMGqTL8dMHGEBL8CHFlwd0IiwIL8wHiyf-vUDZyXn08jscpjOCbgBqNdcmqXs9E-01TaIm_d45bvtseAcLx_2bcrRbpCGl4iDUoLQ72R91MufnYs3dR5O9fIo3Pxpy404h-0bGt9mzzcrZYIoRJbd4ouby_zXZAM66YrmiuV93Xw3esBmLaLoo71P2-AWgBTSdH8rgRLdb9FLly4EdN4godZxZZjGMO-_UKYQkJv9dltOPooUuGLmVyInVZrP41kNjto5HXmX_rYaOXeOAD1TX_PHOpgeKUefD1CmIwyGglJhkECPaQ&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,52.3657546,4.8989252
smidtjecanalcruises.nl,https://smidtjecanalcruises.nl,EMEA,4.3,673,3.7 s,0.0,n/a,1.7 s,🟡 Borderline,⚪ n/a,58,High LCP (avg: 8.6s),Smidtje Canal Cruises,n/a,n/a,n/a,"We loved the 50-minute cruise. It loops around the historic district. The narration was in both English and Dutch. We learned a lot and also had quiet moments to simply appreciate the views. The boat ..., The cruise was very enjoyable. They started punctually and the captain well introduced the scene and icons when we passed by.

We learnt so much about Haarlem through his sincere introduction. Well do..., Stopped by and space was available for the open boat tour of 50min. Entire tour was narrated in several languages, which was helpful for us… The captain frequently commented in Dutch… we couldn’t unde..., We booked a canal cruise on the open boat “Bavo” during our Haarlem holiday. Online booking was easy, the departure point easy to find and the staff welcoming and helpful. Info was given in Dutch, Ger..., We did not book prior and were able to purchase tickets for four. We enjoyed refreshments whilst waiting and chilled wine 🍷 The open top boat was not available and we boarded the enclosed one, even wi...",Bestel je tickets online | Smidtje Canal Cruises - Unieke vaartochten met lokale expertise,50,16.4 s,0,16.5 s,67,0.8 s,0.002,3.3 s,🟡 Borderline,⚪ n/a,54,Needs Improvement,330.09999999999997,1565.9,240.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpc_WN8MfHqv3vjv_aFZHbokv7a6a1wqJYo-RLlJT2gvSCTzVtIRVbVeRrr3jKAmyK6jw8d11rgzqVTjepAL4_aJTTZ3Op2PqJMuHWTnunyYtTXVb73ak97YNEjItGT_4zqnos_5y3Jh_60G85Weu8DOC2a_DFqgzvEronRh2Mv0ky8yoUg1PKV7Xx4JI0r-_xEGoUOP_MhoBiuYFiJK7QoEG1PDCFo4Z8oPo-QoUw5vYKXrL8COOLtIP_568O083OSk1ky1ftE8LYtKwOuWohS1lnBb_ZwAY1xV-5epTxByo4MPzNtRaeoPYCLEyvUWA9xD9mdVGKM&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,3,52.379897,4.6405146
scottishroutes.com,https://scottishroutes.com,EMEA,5,30,1.8 s,0.002,n/a,1.6 s,🟢 Stable,⚪ n/a,48,High LCP (avg: 9.9s),Scottish Routes Ltd,n/a,n/a,n/a,"Way back in 2015, my friend and I did the Islay Tour, with stops at Deanston, the Largie stones, and Oban on the way down and Loch Lomond and Inverary on the way back. While on Islay we stayed at the ..., Had an absolutely amazing time on Scottish Routes Islay & Campbelltown Tour!

Over the week we were able to visit brilliant distilleries, try out some of the best whiskies I've ever tasted in my life,..., We just finished a fantastic 3 day whisky tour.
5 stars are not enough!

We were planning a trip to honor my husband's retirement.
I had initially contacted a local travel agent in my city, and the pr..., Absolutely brilliant.  We visited nine distilleries over the course of five days.  We sampled more than a few drams.  (And were graciously offered driver's drams if we were at our personal limit.)  We..., I went on the Islay Whisky tour with John Scott and had the most fantastic experience. I was lucky in that there were 12 others on the tour who were a truly wonderful group of people, but John brought...",Scottish Routes | Best Whisky Distillery Tours in Scotland,35,18.6 s,0.008,35.9 s,61,1.2 s,0.003,8.5 s,🔴 High (Slow),⚪ n/a,43,Poor,208.60000000000002,4277.299999999999,1096.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpd_6o74gy-EZph4AQAi0Zr_Q6I4bEZwurIGAZb2eNnvuuKRh6Dyt6T8fNcJNygKoMHRIu-ucf7NESXHfVA6pYFVwSMfakBgsXdYCih4dqkuyUeYI9rAd2EamUv0M0MMa3-ygzr6PuEbBiFEAJljQURQ0Ce1AgnlA2ZFSV_do4sE_NgCF3dK6L8Ub6sDuQhxS46qmzAc5cwwUQUgn7YzCBnbkJVv9vRxPAbeXIl1PkyFUSgsAPVSeJqWqfevic1q9CWgod1cqfPutR8LTDnSLKZD9701t46gpl2Jl-xxsvKQvg-59movemneuZS4qyUhnWYwQ27P7jY&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,4,55.9494666,-3.1898857
